date,close
1985-02-13,0.106168
1985-02-14,0.103173
1985-02-15,0.104656
1985-02-19,0.103173
1985-02-20,0.098676
1985-02-21,0.100484
1985-02-22,0.103173
1985-02-25,0.101955
1985-02-26,0.0998857
1985-02-27,0.0938731
1985-02-28,0.0923707
1985-03-01,0.0929793
1985-03-04,0.0944821
1985-03-05,0.0968786
1985-03-06,0.0920757
1985-03-07,0.082775
1985-03-08,0.0803885
1985-03-11,0.0830794
1985-03-12,0.0860848
1985-03-13,0.0812821
1985-03-14,0.0812821
1985-03-15,0.0845623
1985-03-18,0.0854757
1985-03-19,0.0821661
1985-03-20,0.0830794
1985-03-21,0.0845623
1985-03-22,0.0830794
1985-03-25,0.0806928
1985-03-26,0.0842578
1985-03-27,0.0818714
1985-03-28,0.0818714
1985-03-29,0.082775
1985-04-01,0.0806928
1985-04-02,0.0785712
1985-04-03,0.0785712
1985-04-04,0.0779721
1985-04-08,0.0731795
1985-04-09,0.0731795
1985-04-10,0.0785712
1985-04-11,0.0800839
1985-04-12,0.0779721
1985-04-15,0.0800839
1985-04-16,0.0806928
1985-04-17,0.0845623
1985-04-18,0.0854757
1985-04-19,0.0842578
1985-04-22,0.0806928
1985-04-23,0.082775
1985-04-24,0.0821661
1985-04-25,0.0821661
1985-04-26,0.0818714
1985-04-29,0.078866
1985-04-30,0.0794751
1985-05-01,0.0779721
1985-05-02,0.0719614
1985-05-03,0.0749963
1985-05-06,0.0737884
1985-05-07,0.0749963
1985-05-08,0.0743874
1985-05-09,0.0749963
1985-05-10,0.0755856
1985-05-13,0.0749963
1985-05-14,0.0737884
1985-05-15,0.0749963
1985-05-16,0.0800839
1985-05-17,0.0812821
1985-05-20,0.0800839
1985-05-21,0.0773731
1985-05-22,0.0770687
1985-05-23,0.0737884
1985-05-24,0.0677776
1985-05-28,0.0629845
1985-05-29,0.0638784
1985-05-30,0.0656759
1985-05-31,0.0650669
1985-06-03,0.0599794
1985-06-04,0.0644873
1985-06-05,0.0629845
1985-06-06,0.0635839
1985-06-07,0.0611875
1985-06-10,0.0602938
1985-06-11,0.0602938
1985-06-12,0.0590858
1985-06-13,0.0554811
1985-06-14,0.0551866
1985-06-17,0.0554811
1985-06-18,0.0569838
1985-06-19,0.0584866
1985-06-20,0.0590858
1985-06-21,0.0602938
1985-06-24,0.0644873
1985-06-25,0.065391
1985-06-26,0.0677776
1985-06-27,0.0686811
1985-06-28,0.067483
1985-07-01,0.0677776
1985-07-02,0.0644873
1985-07-03,0.065391
1985-07-05,0.0656759
1985-07-08,0.0656759
1985-07-09,0.0656759
1985-07-10,0.067483
1985-07-11,0.067483
1985-07-12,0.0668742
1985-07-15,0.0662653
1985-07-16,0.065391
1985-07-17,0.0656759
1985-07-18,0.0644873
1985-07-19,0.0650669
1985-07-22,0.0629845
1985-07-23,0.0617964
1985-07-24,0.0605786
1985-07-25,0.0620713
1985-07-26,0.0620713
1985-07-29,0.0599794
1985-07-30,0.0605786
1985-07-31,0.0593704
1985-08-01,0.0593704
1985-08-02,0.0590858
1985-08-05,0.0575732
1985-08-06,0.0569838
1985-08-07,0.0554811
1985-08-08,0.0566794
1985-08-09,0.0569838
1985-08-12,0.0560803
1985-08-13,0.0569838
1985-08-14,0.0545877
1985-08-15,0.0539884
1985-08-16,0.0545877
1985-08-19,0.0560803
1985-08-20,0.0569838
1985-08-21,0.0569838
1985-08-22,0.0554811
1985-08-23,0.0551866
1985-08-26,0.0566794
1985-08-27,0.0569838
1985-08-28,0.0569838
1985-08-29,0.0554811
1985-08-30,0.0560803
1985-09-03,0.0551866
1985-09-04,0.0554811
1985-09-05,0.0554811
1985-09-06,0.0560803
1985-09-09,0.0569838
1985-09-10,0.0575732
1985-09-11,0.057868
1985-09-12,0.0602938
1985-09-13,0.0590858
1985-09-16,0.0569838
1985-09-17,0.0569838
1985-09-18,0.0605786
1985-09-19,0.0635839
1985-09-20,0.06269
1985-09-23,0.0629845
1985-09-24,0.0617964
1985-09-25,0.0593704
1985-09-26,0.0593704
1985-09-27,0.0593704
1985-09-30,0.0590858
1985-10-01,0.0590858
1985-10-02,0.0584866
1985-10-03,0.057868
1985-10-04,0.0560803
1985-10-07,0.0560803
1985-10-08,0.0566794
1985-10-09,0.0560803
1985-10-10,0.0593704
1985-10-11,0.0599794
1985-10-14,0.0620713
1985-10-15,0.0635839
1985-10-16,0.067483
1985-10-17,0.0680917
1985-10-18,0.0662653
1985-10-21,0.0644873
1985-10-22,0.067483
1985-10-23,0.067483
1985-10-24,0.0686811
1985-10-25,0.067483
1985-10-28,0.067483
1985-10-29,0.0668742
1985-10-30,0.0710777
1985-10-31,0.0695847
1985-11-01,0.0695847
1985-11-04,0.0698894
1985-11-05,0.0695847
1985-11-06,0.0719614
1985-11-07,0.0731795
1985-11-08,0.0767839
1985-11-11,0.0749963
1985-11-12,0.0743874
1985-11-13,0.0725704
1985-11-14,0.0749963
1985-11-15,0.0743874
1985-11-18,0.0743874
1985-11-19,0.0719614
1985-11-20,0.0710777
1985-11-21,0.0710777
1985-11-22,0.0710777
1985-11-25,0.0713624
1985-11-26,0.0725704
1985-11-27,0.0749963
1985-11-29,0.0752715
1985-12-02,0.0755856
1985-12-03,0.0752715
1985-12-04,0.0767839
1985-12-05,0.0752715
1985-12-06,0.0737884
1985-12-09,0.0725704
1985-12-10,0.0728848
1985-12-11,0.0737884
1985-12-12,0.0749963
1985-12-13,0.0749963
1985-12-16,0.0779721
1985-12-17,0.0770687
1985-12-18,0.0830794
1985-12-19,0.0842578
1985-12-20,0.0836687
1985-12-23,0.0818714
1985-12-24,0.0812821
1985-12-26,0.0812821
1985-12-27,0.0836687
1985-12-30,0.0830794
1985-12-31,0.0821661
1986-01-02,0.0830794
1986-01-03,0.0836687
1986-01-06,0.0830794
1986-01-07,0.0860848
1986-01-08,0.0854757
1986-01-09,0.0845623
1986-01-10,0.0848669
1986-01-13,0.0860848
1986-01-14,0.0869883
1986-01-15,0.0893652
1986-01-16,0.0917714
1986-01-17,0.0896599
1986-01-20,0.0893652
1986-01-21,0.0896599
1986-01-22,0.0875876
1986-01-23,0.0860848
1986-01-24,0.0845623
1986-01-27,0.082775
1986-01-28,0.0830794
1986-01-29,0.0881766
1986-01-30,0.0860848
1986-01-31,0.0863893
1986-02-03,0.0893652
1986-02-04,0.0887757
1986-02-05,0.0887757
1986-02-06,0.0899741
1986-02-07,0.0896599
1986-02-10,0.0893652
1986-02-11,0.0893652
1986-02-12,0.0896599
1986-02-13,0.0893652
1986-02-14,0.0887757
1986-02-18,0.0893652
1986-02-19,0.0935884
1986-02-20,0.0938731
1986-02-21,0.0944821
1986-02-24,0.0962794
1986-02-25,0.098676
1986-02-26,0.0971633
1986-02-27,0.0956707
1986-02-28,0.0935884
1986-03-03,0.0920757
1986-03-04,0.0920757
1986-03-05,0.0944821
1986-03-06,0.0950518
1986-03-07,0.0923707
1986-03-10,0.0920757
1986-03-11,0.0929793
1986-03-12,0.0923707
1986-03-13,0.0923707
1986-03-14,0.0974581
1986-03-17,0.0971633
1986-03-18,0.100484
1986-03-19,0.0992653
1986-03-20,0.105571
1986-03-21,0.103173
1986-03-24,0.0998857
1986-03-25,0.104363
1986-03-26,0.105571
1986-03-27,0.105571
1986-03-31,0.105571
1986-04-01,0.101955
1986-04-02,0.101955
1986-04-03,0.101071
1986-04-04,0.0998857
1986-04-07,0.101955
1986-04-08,0.103173
1986-04-09,0.101368
1986-04-10,0.101955
1986-04-11,0.101071
1986-04-14,0.100484
1986-04-15,0.102271
1986-04-16,0.105571
1986-04-17,0.108567
1986-04-18,0.111267
1986-04-21,0.113665
1986-04-22,0.111846
1986-04-23,0.11066
1986-04-24,0.117259
1986-04-25,0.120548
1986-04-28,0.119675
1986-04-29,0.116933
1986-04-30,0.113095
1986-05-01,0.113095
1986-05-02,0.113986
1986-05-05,0.119998
1986-05-06,0.121972
1986-05-07,0.1176
1986-05-08,0.123603
1986-05-09,0.124821
1986-05-12,0.136165
1986-05-13,0.13467
1986-05-14,0.137648
1986-05-15,0.13467
1986-05-16,0.13467
1986-05-19,0.13314
1986-05-20,0.132284
1986-05-21,0.138254
1986-05-22,0.13739
1986-05-23,0.138254
1986-05-27,0.137648
1986-05-28,0.139209
1986-05-29,0.138254
1986-05-30,0.138254
1986-06-02,0.138864
1986-06-03,0.141488
1986-06-04,0.144865
1986-06-05,0.145201
1986-06-06,0.14127
1986-06-09,0.13467
1986-06-10,0.13467
1986-06-11,0.134996
1986-06-12,0.13467
1986-06-13,0.136165
1986-06-16,0.134024
1986-06-17,0.127993
1986-06-18,0.127993
1986-06-19,0.131066
1986-06-20,0.13467
1986-06-23,0.129848
1986-06-24,0.130173
1986-06-25,0.134024
1986-06-26,0.135586
1986-06-27,0.134024
1986-06-30,0.134024
1986-07-01,0.132284
1986-07-02,0.134996
1986-07-03,0.140632
1986-07-07,0.13314
1986-07-08,0.127993
1986-07-09,0.129584
1986-07-10,0.132284
1986-07-11,0.138864
1986-07-14,0.135586
1986-07-15,0.130173
1986-07-16,0.125115
1986-07-17,0.120548
1986-07-18,0.118771
1986-07-21,0.125115
1986-07-22,0.129584
1986-07-23,0.127403
1986-07-24,0.123877
1986-07-25,0.127128
1986-07-28,0.121138
1986-07-29,0.116933
1986-07-30,0.113986
1986-07-31,0.116933
1986-08-01,0.117259
1986-08-04,0.1176
1986-08-05,0.119998
1986-08-06,0.116364
1986-08-07,0.118771
1986-08-08,0.118182
1986-08-11,0.125115
1986-08-12,0.127993
1986-08-13,0.13467
1986-08-14,0.13467
1986-08-15,0.133726
1986-08-18,0.132284
1986-08-19,0.132284
1986-08-20,0.135586
1986-08-21,0.133726
1986-08-22,0.135586
1986-08-25,0.136165
1986-08-26,0.137048
1986-08-27,0.138254
1986-08-28,0.14127
1986-08-29,0.138254
1986-09-02,0.129848
1986-09-03,0.129848
1986-09-04,0.132541
1986-09-05,0.131382
1986-09-08,0.129848
1986-09-09,0.133726
1986-09-10,0.131066
1986-09-11,0.121972
1986-09-12,0.118771
1986-09-15,0.123877
1986-09-16,0.130173
1986-09-17,0.127993
1986-09-18,0.127128
1986-09-19,0.125654
1986-09-22,0.131626
1986-09-23,0.134996
1986-09-24,0.131382
1986-09-25,0.128984
1986-09-26,0.127993
1986-09-29,0.121413
1986-09-30,0.125115
1986-10-01,0.127403
1986-10-02,0.127403
1986-10-03,0.126276
1986-10-06,0.127403
1986-10-07,0.123603
1986-10-08,0.122316
1986-10-09,0.123603
1986-10-10,0.124183
1986-10-13,0.129584
1986-10-14,0.127128
1986-10-15,0.124821
1986-10-16,0.125654
1986-10-17,0.125654
1986-10-20,0.122983
1986-10-21,0.122316
1986-10-22,0.121413
1986-10-23,0.123877
1986-10-24,0.123603
1986-10-27,0.127128
1986-10-28,0.124821
1986-10-29,0.124821
1986-10-30,0.127993
1986-10-31,0.129584
1986-11-03,0.131066
1986-11-04,0.133726
1986-11-05,0.138254
1986-11-06,0.134996
1986-11-07,0.133726
1986-11-10,0.132284
1986-11-11,0.132541
1986-11-12,0.137048
1986-11-13,0.132541
1986-11-14,0.131626
1986-11-17,0.136165
1986-11-18,0.132284
1986-11-19,0.131066
1986-11-20,0.131626
1986-11-21,0.13467
1986-11-24,0.142076
1986-11-25,0.150268
1986-11-26,0.151477
1986-11-28,0.149659
1986-12-01,0.149973
1986-12-02,0.15508
1986-12-03,0.159833
1986-12-04,0.158901
1986-12-05,0.163771
1986-12-08,0.158901
1986-12-09,0.158369
1986-12-10,0.162582
1986-12-11,0.160118
1986-12-12,0.154167
1986-12-15,0.156249
1986-12-16,0.158901
1986-12-17,0.154167
1986-12-18,0.154825
1986-12-19,0.157487
1986-12-22,0.157487
1986-12-23,0.157487
1986-12-24,0.156583
1986-12-26,0.153235
1986-12-29,0.151477
1986-12-30,0.153235
1986-12-31,0.151477
1987-01-02,0.152645
1987-01-05,0.160727
1987-01-06,0.163771
1987-01-07,0.167308
1987-01-08,0.167308
1987-01-09,0.169751
1987-01-12,0.170069
1987-01-13,0.166689
1987-01-14,0.179969
1987-01-15,0.186262
1987-01-16,0.182286
1987-01-19,0.198581
1987-01-20,0.192836
1987-01-21,0.183266
1987-01-22,0.196133
1987-01-23,0.187726
1987-01-26,0.18598
1987-01-27,0.197373
1987-01-28,0.206898
1987-01-29,0.202431
1987-01-30,0.207547
1987-02-02,0.208764
1987-02-03,0.207547
1987-02-04,0.20573
1987-02-05,0.201171
1987-02-06,0.20182
1987-02-09,0.196771
1987-02-10,0.197373
1987-02-11,0.21116
1987-02-12,0.219224
1987-02-13,0.232446
1987-02-17,0.248346
1987-02-18,0.237531
1987-02-19,0.233337
1987-02-20,0.228802
1987-02-23,0.23603
1987-02-24,0.244768
1987-02-25,0.258488
1987-02-26,0.258488
1987-02-27,0.261535
1987-03-02,0.252206
1987-03-03,0.242951
1987-03-04,0.252845
1987-03-05,0.256151
1987-03-06,0.251292
1987-03-09,0.241439
1987-03-10,0.249524
1987-03-11,0.247757
1987-03-12,0.243857
1987-03-13,0.237531
1987-03-16,0.243857
1987-03-17,0.250434
1987-03-18,0.246509
1987-03-19,0.255839
1987-03-20,0.25528
1987-03-23,0.252206
1987-03-24,0.247757
1987-03-25,0.249524
1987-03-26,0.251292
1987-03-27,0.242951
1987-03-30,0.233632
1987-03-31,0.241095
1987-04-01,0.249524
1987-04-02,0.26845
1987-04-03,0.26845
1987-04-06,0.261535
1987-04-07,0.253381
1987-04-08,0.257941
1987-04-09,0.265336
1987-04-10,0.262723
1987-04-13,0.252206
1987-04-14,0.254019
1987-04-15,0.265336
1987-04-16,0.267241
1987-04-20,0.265983
1987-04-21,0.279516
1987-04-22,0.277682
1987-04-23,0.284035
1987-04-24,0.279516
1987-04-27,0.280401
1987-04-28,0.287945
1987-04-29,0.290556
1987-04-30,0.296351
1987-05-01,0.299032
1987-05-04,0.29811
1987-05-05,0.300261
1987-05-06,0.299032
1987-05-07,0.300261
1987-05-08,0.295439
1987-05-11,0.288582
1987-05-12,0.282798
1987-05-13,0.293966
1987-05-14,0.296617
1987-05-15,0.293003
1987-05-18,0.283732
1987-05-19,0.274077
1987-05-20,0.278907
1987-05-21,0.278907
1987-05-22,0.277682
1987-05-26,0.291748
1987-05-27,0.297785
1987-05-28,0.299318
1987-05-29,0.295712
1987-06-01,0.291125
1987-06-02,0.28921
1987-06-03,0.291125
1987-06-04,0.293966
1987-06-05,0.291125
1987-06-08,0.291125
1987-06-09,0.293966
1987-06-10,0.293966
1987-06-11,0.295712
1987-06-12,0.295712
1987-06-15,0.293966
1987-06-16,0.310731
1987-06-17,0.30313
1987-06-18,0.310731
1987-06-19,0.306938
1987-06-22,0.314316
1987-06-23,0.308933
1987-06-24,0.314316
1987-06-25,0.30313
1987-06-26,0.30313
1987-06-29,0.30531
1987-06-30,0.30313
1987-07-01,0.299318
1987-07-02,0.304052
1987-07-06,0.30531
1987-07-07,0.293966
1987-07-08,0.278907
1987-07-09,0.282798
1987-07-10,0.284644
1987-07-13,0.30313
1987-07-14,0.321759
1987-07-15,0.329351
1987-07-16,0.329351
1987-07-17,0.323882
1987-07-20,0.312813
1987-07-21,0.309786
1987-07-22,0.318197
1987-07-23,0.312813
1987-07-24,0.318197
1987-07-27,0.316465
1987-07-28,0.313698
1987-07-29,0.306938
1987-07-30,0.310731
1987-07-31,0.308933
1987-08-03,0.301458
1987-08-04,0.316465
1987-08-05,0.323882
1987-08-06,0.346342
1987-08-07,0.348209
1987-08-10,0.361683
1987-08-11,0.371258
1987-08-12,0.365564
1987-08-13,0.367379
1987-08-14,0.367379
1987-08-17,0.371258
1987-08-18,0.365564
1987-08-19,0.374874
1987-08-20,0.388113
1987-08-21,0.397387
1987-08-24,0.391707
1987-08-25,0.389823
1987-08-26,0.389823
1987-08-27,0.389823
1987-08-28,0.389823
1987-08-31,0.404888
1987-09-01,0.393456
1987-09-02,0.389823
1987-09-03,0.384097
1987-09-04,0.378507
1987-09-08,0.374019
1987-09-09,0.395589
1987-09-10,0.403051
1987-09-11,0.408434
1987-09-14,0.397387
1987-09-15,0.388113
1987-09-16,0.388113
1987-09-17,0.389823
1987-09-18,0.388113
1987-09-21,0.376632
1987-09-22,0.405832
1987-09-23,0.41413
1987-09-24,0.42355
1987-09-25,0.431277
1987-09-28,0.418138
1987-09-29,0.408434
1987-09-30,0.42355
1987-10-01,0.4367
1987-10-02,0.438449
1987-10-05,0.444153
1987-10-06,0.418138
1987-10-07,0.41626
1987-10-08,0.406708
1987-10-09,0.405832
1987-10-12,0.399132
1987-10-13,0.408434
1987-10-14,0.399132
1987-10-15,0.389823
1987-10-16,0.361683
1987-10-19,0.273517
1987-10-20,0.258488
1987-10-21,0.303412
1987-10-22,0.275599
1987-10-23,0.266288
1987-10-26,0.20999
1987-10-27,0.226765
1987-10-28,0.251292
1987-10-29,0.296351
1987-10-30,0.289527
1987-11-02,0.290556
1987-11-03,0.271691
1987-11-04,0.269951
1987-11-05,0.284939
1987-11-06,0.283112
1987-11-09,0.279184
1987-11-10,0.271691
1987-11-11,0.279184
1987-11-12,0.290556
1987-11-13,0.279184
1987-11-16,0.275599
1987-11-17,0.262429
1987-11-18,0.271691
1987-11-19,0.258488
1987-11-20,0.266288
1987-11-23,0.271691
1987-11-24,0.277375
1987-11-25,0.273517
1987-11-27,0.262429
1987-11-30,0.247461
1987-12-01,0.249228
1987-12-02,0.243562
1987-12-03,0.228513
1987-12-04,0.230656
1987-12-07,0.247461
1987-12-08,0.258488
1987-12-09,0.262429
1987-12-10,0.260611
1987-12-11,0.254954
1987-12-14,0.279184
1987-12-15,0.281325
1987-12-16,0.294191
1987-12-17,0.294191
1987-12-18,0.303412
1987-12-21,0.313061
1987-12-22,0.31131
1987-12-23,0.316733
1987-12-24,0.319412
1987-12-28,0.301735
1987-12-29,0.315838
1987-12-30,0.325441
1987-12-31,0.314904
1988-01-04,0.335549
1988-01-05,0.334449
1988-01-06,0.328124
1988-01-07,0.333536
1988-01-08,0.300015
1988-01-11,0.318477
1988-01-12,0.314904
1988-01-13,0.316733
1988-01-14,0.316733
1988-01-15,0.321485
1988-01-18,0.320561
1988-01-19,0.320561
1988-01-20,0.29811
1988-01-21,0.300791
1988-01-22,0.294191
1988-01-25,0.306577
1988-01-26,0.29811
1988-01-27,0.29811
1988-01-28,0.309148
1988-01-29,0.31131
1988-02-01,0.313061
1988-02-02,0.309148
1988-02-03,0.296351
1988-02-04,0.29811
1988-02-05,0.289527
1988-02-08,0.290556
1988-02-09,0.29811
1988-02-10,0.30743
1988-02-11,0.304346
1988-02-12,0.30743
1988-02-16,0.309148
1988-02-17,0.314018
1988-02-18,0.313061
1988-02-19,0.313061
1988-02-22,0.324176
1988-02-23,0.320561
1988-02-24,0.316733
1988-02-25,0.313061
1988-02-26,0.313061
1988-02-29,0.322448
1988-03-01,0.324176
1988-03-02,0.335549
1988-03-03,0.348532
1988-03-04,0.35151
1988-03-07,0.35151
1988-03-08,0.346657
1988-03-09,0.350595
1988-03-10,0.339243
1988-03-11,0.343121
1988-03-14,0.346657
1988-03-15,0.337377
1988-03-16,0.345735
1988-03-17,0.337377
1988-03-18,0.335549
1988-03-21,0.329057
1988-03-22,0.3299
1988-03-23,0.318477
1988-03-24,0.306577
1988-03-25,0.300791
1988-03-28,0.31131
1988-03-29,0.30743
1988-03-30,0.296351
1988-03-31,0.300015
1988-04-04,0.290556
1988-04-05,0.294191
1988-04-06,0.313061
1988-04-07,0.305613
1988-04-08,0.30743
1988-04-11,0.31131
1988-04-12,0.313061
1988-04-13,0.309148
1988-04-14,0.296351
1988-04-15,0.296351
1988-04-18,0.300015
1988-04-19,0.301735
1988-04-20,0.29811
1988-04-21,0.296351
1988-04-22,0.300791
1988-04-25,0.306577
1988-04-26,0.31131
1988-04-27,0.313061
1988-04-28,0.310386
1988-04-29,0.30743
1988-05-02,0.30743
1988-05-03,0.313061
1988-05-04,0.314904
1988-05-05,0.313061
1988-05-06,0.309148
1988-05-09,0.305613
1988-05-10,0.306577
1988-05-11,0.296351
1988-05-12,0.29811
1988-05-13,0.303412
1988-05-16,0.309148
1988-05-17,0.303412
1988-05-18,0.29811
1988-05-19,0.292346
1988-05-20,0.290556
1988-05-23,0.284939
1988-05-24,0.29142
1988-05-25,0.288582
1988-05-26,0.295439
1988-05-27,0.29811
1988-05-31,0.31131
1988-06-01,0.318477
1988-06-02,0.313061
1988-06-03,0.322448
1988-06-06,0.3299
1988-06-07,0.3299
1988-06-08,0.337377
1988-06-09,0.326266
1988-06-10,0.333536
1988-06-13,0.337377
1988-06-14,0.339243
1988-06-15,0.343121
1988-06-16,0.333536
1988-06-17,0.335549
1988-06-20,0.330764
1988-06-21,0.336433
1988-06-22,0.341883
1988-06-23,0.337377
1988-06-24,0.337377
1988-06-27,0.333536
1988-06-28,0.346657
1988-06-29,0.347895
1988-06-30,0.346657
1988-07-01,0.348532
1988-07-05,0.354192
1988-07-06,0.348532
1988-07-07,0.344024
1988-07-08,0.339243
1988-07-11,0.338367
1988-07-12,0.335549
1988-07-13,0.335549
1988-07-14,0.337377
1988-07-15,0.337377
1988-07-18,0.341303
1988-07-19,0.335549
1988-07-20,0.33164
1988-07-21,0.322448
1988-07-22,0.318477
1988-07-25,0.320561
1988-07-26,0.320561
1988-07-27,0.320561
1988-07-28,0.319412
1988-07-29,0.332926
1988-08-01,0.337377
1988-08-02,0.334449
1988-08-03,0.335549
1988-08-04,0.334449
1988-08-05,0.33164
1988-08-08,0.3299
1988-08-09,0.326266
1988-08-10,0.314018
1988-08-11,0.324176
1988-08-12,0.318477
1988-08-15,0.309148
1988-08-16,0.318477
1988-08-17,0.314904
1988-08-18,0.318477
1988-08-19,0.305613
1988-08-22,0.29811
1988-08-23,0.296351
1988-08-24,0.305613
1988-08-25,0.300791
1988-08-26,0.301735
1988-08-29,0.306577
1988-08-30,0.306577
1988-08-31,0.299032
1988-09-01,0.29142
1988-09-02,0.29811
1988-09-06,0.29142
1988-09-07,0.286667
1988-09-08,0.290556
1988-09-09,0.303412
1988-09-12,0.30743
1988-09-13,0.30743
1988-09-14,0.314904
1988-09-15,0.311938
1988-09-16,0.316733
1988-09-19,0.313061
1988-09-20,0.31131
1988-09-21,0.320561
1988-09-22,0.3299
1988-09-23,0.328124
1988-09-26,0.320561
1988-09-27,0.325441
1988-09-28,0.326266
1988-09-29,0.3299
1988-09-30,0.324176
1988-10-03,0.318477
1988-10-04,0.31131
1988-10-05,0.306577
1988-10-06,0.29811
1988-10-07,0.29811
1988-10-10,0.288582
1988-10-11,0.292346
1988-10-12,0.290556
1988-10-13,0.292346
1988-10-14,0.290556
1988-10-17,0.288582
1988-10-18,0.295439
1988-10-19,0.300015
1988-10-20,0.31131
1988-10-21,0.30743
1988-10-24,0.300015
1988-10-25,0.299032
1988-10-26,0.294191
1988-10-27,0.292346
1988-10-28,0.288582
1988-10-31,0.289527
1988-11-01,0.284939
1988-11-02,0.279184
1988-11-03,0.278318
1988-11-04,0.283112
1988-11-07,0.281325
1988-11-08,0.288582
1988-11-09,0.294191
1988-11-10,0.296351
1988-11-11,0.288582
1988-11-14,0.29142
1988-11-15,0.292346
1988-11-16,0.284939
1988-11-17,0.286667
1988-11-18,0.284939
1988-11-21,0.274419
1988-11-22,0.270757
1988-11-23,0.276531
1988-11-25,0.273517
1988-11-28,0.273517
1988-11-29,0.275599
1988-11-30,0.281894
1988-12-01,0.290556
1988-12-02,0.294191
1988-12-05,0.296351
1988-12-06,0.296351
1988-12-07,0.295439
1988-12-08,0.293328
1988-12-09,0.293328
1988-12-12,0.288582
1988-12-13,0.290556
1988-12-14,0.29811
1988-12-15,0.296351
1988-12-16,0.300791
1988-12-19,0.305613
1988-12-20,0.30743
1988-12-21,0.313061
1988-12-22,0.30743
1988-12-23,0.308314
1988-12-27,0.303412
1988-12-28,0.301735
1988-12-29,0.303412
1988-12-30,0.301735
1989-01-03,0.302881
1989-01-04,0.314904
1989-01-05,0.316733
1989-01-06,0.319412
1989-01-09,0.322448
1989-01-10,0.319412
1989-01-11,0.315838
1989-01-12,0.320561
1989-01-13,0.324176
1989-01-16,0.328124
1989-01-17,0.302881
1989-01-18,0.29811
1989-01-19,0.303412
1989-01-20,0.30743
1989-01-23,0.30743
1989-01-24,0.311938
1989-01-25,0.31131
1989-01-26,0.313061
1989-01-27,0.281894
1989-01-30,0.280401
1989-01-31,0.283112
1989-02-01,0.294191
1989-02-02,0.29811
1989-02-03,0.294191
1989-02-06,0.288582
1989-02-07,0.292346
1989-02-08,0.286667
1989-02-09,0.286667
1989-02-10,0.279184
1989-02-13,0.277375
1989-02-14,0.268154
1989-02-15,0.271691
1989-02-16,0.272975
1989-02-17,0.275599
1989-02-21,0.281325
1989-02-22,0.275599
1989-02-23,0.275599
1989-02-24,0.269951
1989-02-27,0.273517
1989-02-28,0.271691
1989-03-01,0.269951
1989-03-02,0.262429
1989-03-03,0.260611
1989-03-06,0.266288
1989-03-07,0.268154
1989-03-08,0.264245
1989-03-09,0.258488
1989-03-10,0.262429
